date,week,year,day,category,food_item,delivery_company,orders,staff_required
15/07/2022,28,2022,Friday,mixed,Meat Samosa,Deliveroo,1,7
15/07/2022,28,2022,Friday,vegan,Veg Combination,UberEats,2,7
15/07/2022,28,2022,Friday,mixed,Awaze Tibs,Deliveroo,1,7
15/07/2022,28,2022,Friday,mixed,Chicken Tibs,In-house,2,7
15/07/2022,28,2022,Friday,mixed,Lamb Tibs,JustEat,2,7
15/07/2022,28,2022,Friday,mixed,Key Wot,In-house,1,7
15/07/2022,28,2022,Friday,mixed,Beef Alicha,In-house,1,7
15/07/2022,28,2022,Friday,mixed,Chicken Tibs,Deliveroo,2,7
15/07/2022,28,2022,Friday,mixed,Beef Alicha,Deliveroo,2,7
15/07/2022,28,2022,Friday,vegan,Miser Kik,JustEat,1,7
15/07/2022,28,2022,Friday,mixed,Doro Wot,Deliveroo,1,7
15/07/2022,28,2022,Friday,mixed,Minchet Abish Wot,In-house,1,7
15/07/2022,28,2022,Friday,vegan,Veg Combination,In-house,2,7
15/07/2022,28,2022,Friday,vegan,Fosolia,Deliveroo,1,7
15/07/2022,28,2022,Friday,mixed,Chicken Tibs,In-house,1,7
15/07/2022,28,2022,Friday,vegan,Fries,In-house,1,7
15/07/2022,28,2022,Friday,vegan,Fries,Deliveroo,2,7
15/07/2022,28,2022,Friday,vegan,Spinach,Deliveroo,2,7
15/07/2022,28,2022,Friday,vegan,Ater Kik,UberEats,2,7
15/07/2022,28,2022,Friday,mixed,Key Wot,JustEat,1,7
15/07/2022,28,2022,Friday,mixed,Chicken Tibs,UberEats,1,7
15/07/2022,28,2022,Friday,mixed,Chicken Tibs,UberEats,2,7
15/07/2022,28,2022,Friday,mixed,Doro Wot,UberEats,1,7
15/07/2022,28,2022,Friday,mixed,Minchet Abish Wot,JustEat,2,7
15/07/2022,28,2022,Friday,vegan,Veg Combination,UberEats,1,7
15/07/2022,28,2022,Friday,mixed,Meat Combination,Deliveroo,1,7
15/07/2022,28,2022,Friday,mixed,Key Wot,JustEat,1,7
15/07/2022,28,2022,Friday,mixed,Meat Samosa,In-house,1,7
15/07/2022,28,2022,Friday,mixed,Minchet Abish Wot,Deliveroo,1,7
15/07/2022,28,2022,Friday,vegan,Shiro Wot,In-house,2,7
15/07/2022,28,2022,Friday,mixed,Meat Samosa,In-house,1,7
15/07/2022,28,2022,Friday,mixed,Awaze Tibs,UberEats,2,7
15/07/2022,28,2022,Friday,vegan,Atkilt Wot,In-house,1,7
15/07/2022,28,2022,Friday,vegan,Veg Samosa,In-house,1,7
15/07/2022,28,2022,Friday,mixed,Awaze Tibs,UberEats,2,7
15/07/2022,28,2022,Friday,mixed,Beef Alicha,In-house,2,7
15/07/2022,28,2022,Friday,vegan,Fosolia,In-house,2,7
15/07/2022,28,2022,Friday,vegan,Difen Miser Wot,In-house,2,7
15/07/2022,28,2022,Friday,mixed,Doro Wot,In-house,1,7
15/07/2022,28,2022,Friday,vegan,Atkilt Wot,In-house,2,7
15/07/2022,28,2022,Friday,vegan,Kategna,Deliveroo,2,7
15/07/2022,28,2022,Friday,mixed,Meat Samosa,Deliveroo,1,7
15/07/2022,28,2022,Friday,mixed,Lamb Tibs,Deliveroo,1,7
16/07/2022,28,2022,Saturday,mixed,Awaze Tibs,In-house,3,9
16/07/2022,28,2022,Saturday,vegan,Veg Samosa,JustEat,3,9
16/07/2022,28,2022,Saturday,vegan,Plain Rice,UberEats,1,9
16/07/2022,28,2022,Saturday,vegan,Miser Kik,In-house,2,9
16/07/2022,28,2022,Saturday,vegan,Fosolia,UberEats,3,9
16/07/2022,28,2022,Saturday,mixed,Doro Wot,JustEat,1,9
16/07/2022,28,2022,Saturday,mixed,Minchet Abish Wot,In-house,2,9
16/07/2022,28,2022,Saturday,mixed,Meat Samosa,UberEats,2,9
16/07/2022,28,2022,Saturday,mixed,Beef Alicha,In-house,3,9
16/07/2022,28,2022,Saturday,vegan,Atkilt Wot,UberEats,3,9
16/07/2022,28,2022,Saturday,vegan,Veg Combination,In-house,3,9
16/07/2022,28,2022,Saturday,mixed,Meat Samosa,In-house,3,9
16/07/2022,28,2022,Saturday,mixed,Beef Alicha,JustEat,3,9
16/07/2022,28,2022,Saturday,mixed,Doro Wot,JustEat,1,9
16/07/2022,28,2022,Saturday,vegan,Spinach,JustEat,1,9
16/07/2022,28,2022,Saturday,mixed,Awaze Tibs,Deliveroo,1,9
16/07/2022,28,2022,Saturday,vegan,Kategna,JustEat,2,9
16/07/2022,28,2022,Saturday,mixed,Meat Samosa,In-house,1,9
16/07/2022,28,2022,Saturday,mixed,Meat Samosa,UberEats,1,9
16/07/2022,28,2022,Saturday,vegan,Kategna,JustEat,2,9
16/07/2022,28,2022,Saturday,mixed,Chicken Tibs,In-house,2,9
16/07/2022,28,2022,Saturday,mixed,Lamb Tibs,Deliveroo,3,9
16/07/2022,28,2022,Saturday,vegan,Fosolia,UberEats,3,9
16/07/2022,28,2022,Saturday,mixed,Doro Wot,UberEats,1,9
16/07/2022,28,2022,Saturday,vegan,Atkilt Wot,Deliveroo,2,9
16/07/2022,28,2022,Saturday,mixed,Meat Combination,UberEats,1,9
16/07/2022,28,2022,Saturday,vegan,Kategna,JustEat,2,9
16/07/2022,28,2022,Saturday,mixed,Key Wot,JustEat,1,9
16/07/2022,28,2022,Saturday,vegan,Fosolia,In-house,3,9
16/07/2022,28,2022,Saturday,vegan,Fries,Deliveroo,3,9
16/07/2022,28,2022,Saturday,vegan,Ye Som Fir Fir,In-house,1,9
16/07/2022,28,2022,Saturday,mixed,Chicken Tibs,JustEat,1,9
16/07/2022,28,2022,Saturday,mixed,Awaze Tibs,In-house,1,9
16/07/2022,28,2022,Saturday,mixed,Minchet Abish Wot,Deliveroo,3,9
16/07/2022,28,2022,Saturday,vegan,Ye Som Fir Fir,Deliveroo,3,9
16/07/2022,28,2022,Saturday,vegan,Spinach,UberEats,2,9
16/07/2022,28,2022,Saturday,mixed,Minchet Abish Wot,JustEat,3,9
16/07/2022,28,2022,Saturday,vegan,Ater Kik,UberEats,2,9
16/07/2022,28,2022,Saturday,vegan,House Salad,UberEats,2,9
16/07/2022,28,2022,Saturday,mixed,Meat Combination,JustEat,2,9
16/07/2022,28,2022,Saturday,vegan,Spinach,In-house,1,9
16/07/2022,28,2022,Saturday,vegan,Atkilt Wot,JustEat,3,9
16/07/2022,28,2022,Saturday,vegan,Miser Kik,In-house,2,9
16/07/2022,28,2022,Saturday,vegan,Plain Rice,In-house,1,9
16/07/2022,28,2022,Saturday,vegan,Difen Miser Wot,UberEats,3,9
16/07/2022,28,2022,Saturday,vegan,Ater Kik,UberEats,3,9
16/07/2022,28,2022,Saturday,mixed,Awaze Tibs,Deliveroo,3,9
16/07/2022,28,2022,Saturday,mixed,Awaze Tibs,UberEats,2,9
16/07/2022,28,2022,Saturday,vegan,Fosolia,Deliveroo,3,9
16/07/2022,28,2022,Saturday,vegan,Fosolia,UberEats,1,9
16/07/2022,28,2022,Saturday,mixed,Doro Wot,UberEats,2,9
16/07/2022,28,2022,Saturday,mixed,Awaze Tibs,JustEat,3,9
16/07/2022,28,2022,Saturday,vegan,Ater Kik,JustEat,3,9
16/07/2022,28,2022,Saturday,vegan,Difen Miser Wot,In-house,3,9
17/07/2022,28,2022,Sunday,vegan,Atkilt Wot,In-house,1,9
17/07/2022,28,2022,Sunday,vegan,Kategna,Deliveroo,2,9
17/07/2022,28,2022,Sunday,vegan,Fries,JustEat,2,9
17/07/2022,28,2022,Sunday,mixed,Lamb Tibs,JustEat,1,9
17/07/2022,28,2022,Sunday,vegan,Veg Combination,Deliveroo,2,9
17/07/2022,28,2022,Sunday,vegan,Fries,In-house,1,9
17/07/2022,28,2022,Sunday,vegan,House Salad,JustEat,1,9
17/07/2022,28,2022,Sunday,mixed,Lamb Tibs,UberEats,1,9
17/07/2022,28,2022,Sunday,vegan,Kategna,In-house,2,9
17/07/2022,28,2022,Sunday,vegan,Atkilt Wot,JustEat,2,9
17/07/2022,28,2022,Sunday,vegan,Ye Som Fir Fir,JustEat,2,9
17/07/2022,28,2022,Sunday,vegan,Difen Miser Wot,Deliveroo,1,9
17/07/2022,28,2022,Sunday,mixed,Lamb Tibs,In-house,3,9
17/07/2022,28,2022,Sunday,mixed,Key Wot,UberEats,2,9
17/07/2022,28,2022,Sunday,mixed,Meat Combination,UberEats,1,9
17/07/2022,28,2022,Sunday,vegan,Fosolia,UberEats,1,9
17/07/2022,28,2022,Sunday,mixed,Beef Alicha,JustEat,2,9
17/07/2022,28,2022,Sunday,mixed,Chicken Tibs,Deliveroo,3,9
17/07/2022,28,2022,Sunday,vegan,Plain Rice,JustEat,3,9
17/07/2022,28,2022,Sunday,vegan,Difen Miser Wot,In-house,3,9
17/07/2022,28,2022,Sunday,vegan,Ye Som Fir Fir,Deliveroo,1,9
17/07/2022,28,2022,Sunday,mixed,Minchet Abish Wot,JustEat,2,9
17/07/2022,28,2022,Sunday,vegan,Shiro Wot,Deliveroo,1,9
17/07/2022,28,2022,Sunday,vegan,Shiro Wot,Deliveroo,1,9
17/07/2022,28,2022,Sunday,vegan,Shiro Wot,UberEats,1,9
17/07/2022,28,2022,Sunday,mixed,Meat Samosa,Deliveroo,3,9
17/07/2022,28,2022,Sunday,mixed,Key Wot,UberEats,3,9
17/07/2022,28,2022,Sunday,mixed,Meat Samosa,In-house,3,9
17/07/2022,28,2022,Sunday,vegan,Fosolia,Deliveroo,1,9
17/07/2022,28,2022,Sunday,mixed,Chicken Tibs,UberEats,1,9
17/07/2022,28,2022,Sunday,vegan,Spinach,JustEat,2,9
17/07/2022,28,2022,Sunday,mixed,Awaze Tibs,In-house,1,9
17/07/2022,28,2022,Sunday,vegan,Ater Kik,UberEats,1,9
17/07/2022,28,2022,Sunday,vegan,Shiro Wot,JustEat,2,9
17/07/2022,28,2022,Sunday,mixed,Chicken Tibs,In-house,1,9
17/07/2022,28,2022,Sunday,mixed,Minchet Abish Wot,UberEats,1,9
17/07/2022,28,2022,Sunday,mixed,Meat Samosa,JustEat,1,9
17/07/2022,28,2022,Sunday,mixed,Doro Wot,In-house,3,9
17/07/2022,28,2022,Sunday,vegan,Ye Som Fir Fir,JustEat,3,9
17/07/2022,28,2022,Sunday,mixed,Chicken Tibs,Deliveroo,1,9
18/07/2022,29,2022,Monday,vegan,Miser Kik,UberEats,1,5
18/07/2022,29,2022,Monday,vegan,Shiro Wot,In-house,1,5
18/07/2022,29,2022,Monday,vegan,Veg Combination,Deliveroo,1,5
18/07/2022,29,2022,Monday,vegan,Difen Miser Wot,Deliveroo,1,5
18/07/2022,29,2022,Monday,mixed,Beef Alicha,JustEat,1,5
18/07/2022,29,2022,Monday,mixed,Key Wot,Deliveroo,1,5
18/07/2022,29,2022,Monday,mixed,Key Wot,UberEats,1,5
18/07/2022,29,2022,Monday,mixed,Beef Alicha,UberEats,1,5
18/07/2022,29,2022,Monday,vegan,Ater Kik,Deliveroo,1,5
18/07/2022,29,2022,Monday,mixed,Minchet Abish Wot,In-house,1,5
18/07/2022,29,2022,Monday,vegan,Kategna,In-house,1,5
18/07/2022,29,2022,Monday,mixed,Beef Alicha,JustEat,1,5
18/07/2022,29,2022,Monday,mixed,Minchet Abish Wot,In-house,1,5
18/07/2022,29,2022,Monday,mixed,Minchet Abish Wot,UberEats,1,5
19/07/2022,29,2022,Tuesday,vegan,Veg Combination,JustEat,1,5
19/07/2022,29,2022,Tuesday,mixed,Beef Alicha,JustEat,1,5
19/07/2022,29,2022,Tuesday,mixed,Key Wot,Deliveroo,1,5
19/07/2022,29,2022,Tuesday,mixed,Lamb Tibs,In-house,1,5
19/07/2022,29,2022,Tuesday,mixed,Meat Samosa,Deliveroo,1,5
19/07/2022,29,2022,Tuesday,vegan,Veg Combination,JustEat,1,5
19/07/2022,29,2022,Tuesday,vegan,Spinach,Deliveroo,1,5
19/07/2022,29,2022,Tuesday,vegan,Difen Miser Wot,JustEat,1,5
19/07/2022,29,2022,Tuesday,vegan,Miser Kik,UberEats,1,5
19/07/2022,29,2022,Tuesday,vegan,Kategna,Deliveroo,1,5
19/07/2022,29,2022,Tuesday,vegan,Fries,JustEat,1,5
19/07/2022,29,2022,Tuesday,mixed,Awaze Tibs,UberEats,1,5
19/07/2022,29,2022,Tuesday,mixed,Beef Alicha,Deliveroo,1,5
19/07/2022,29,2022,Tuesday,mixed,Beef Alicha,Deliveroo,1,5
20/07/2022,29,2022,Wednesday,vegan,Atkilt Wot,In-house,1,5
20/07/2022,29,2022,Wednesday,vegan,Shiro Wot,UberEats,1,5
20/07/2022,29,2022,Wednesday,vegan,Ye Som Fir Fir,JustEat,1,5
20/07/2022,29,2022,Wednesday,vegan,House Salad,In-house,1,5
20/07/2022,29,2022,Wednesday,vegan,Veg Samosa,UberEats,1,5
20/07/2022,29,2022,Wednesday,vegan,Spinach,In-house,1,5
20/07/2022,29,2022,Wednesday,vegan,Fosolia,In-house,1,5
20/07/2022,29,2022,Wednesday,mixed,Chicken Tibs,UberEats,1,5
20/07/2022,29,2022,Wednesday,mixed,Key Wot,JustEat,1,5
20/07/2022,29,2022,Wednesday,vegan,Kategna,UberEats,1,5
21/07/2022,29,2022,Thursday,vegan,Spinach,Deliveroo,1,5
21/07/2022,29,2022,Thursday,vegan,Difen Miser Wot,JustEat,1,5
21/07/2022,29,2022,Thursday,mixed,Minchet Abish Wot,In-house,1,5
21/07/2022,29,2022,Thursday,vegan,Ater Kik,In-house,1,5
21/07/2022,29,2022,Thursday,vegan,Ye Som Fir Fir,JustEat,1,5
21/07/2022,29,2022,Thursday,mixed,Awaze Tibs,JustEat,1,5
21/07/2022,29,2022,Thursday,vegan,Atkilt Wot,JustEat,1,5
21/07/2022,29,2022,Thursday,mixed,Meat Combination,UberEats,1,5
21/07/2022,29,2022,Thursday,mixed,Doro Wot,JustEat,1,5
21/07/2022,29,2022,Thursday,mixed,Awaze Tibs,In-house,1,5
21/07/2022,29,2022,Thursday,vegan,Plain Rice,Deliveroo,1,5
21/07/2022,29,2022,Thursday,mixed,Doro Wot,JustEat,1,5
21/07/2022,29,2022,Thursday,mixed,Awaze Tibs,JustEat,1,5
21/07/2022,29,2022,Thursday,vegan,Veg Combination,JustEat,1,5
21/07/2022,29,2022,Thursday,vegan,Ater Kik,Deliveroo,1,5
22/07/2022,29,2022,Friday,vegan,Atkilt Wot,JustEat,1,7
22/07/2022,29,2022,Friday,mixed,Doro Wot,JustEat,1,7
22/07/2022,29,2022,Friday,mixed,Chicken Tibs,UberEats,1,7
22/07/2022,29,2022,Friday,vegan,Shiro Wot,JustEat,1,7
22/07/2022,29,2022,Friday,vegan,Fries,JustEat,1,7
22/07/2022,29,2022,Friday,mixed,Doro Wot,In-house,2,7
22/07/2022,29,2022,Friday,mixed,Minchet Abish Wot,In-house,2,7
22/07/2022,29,2022,Friday,mixed,Minchet Abish Wot,JustEat,2,7
22/07/2022,29,2022,Friday,vegan,Ye Som Fir Fir,JustEat,2,7
22/07/2022,29,2022,Friday,mixed,Lamb Tibs,JustEat,2,7
22/07/2022,29,2022,Friday,vegan,Veg Combination,UberEats,1,7
22/07/2022,29,2022,Friday,mixed,Beef Alicha,JustEat,1,7
22/07/2022,29,2022,Friday,mixed,Minchet Abish Wot,In-house,2,7
22/07/2022,29,2022,Friday,vegan,Ater Kik,In-house,2,7
22/07/2022,29,2022,Friday,vegan,House Salad,In-house,1,7
22/07/2022,29,2022,Friday,vegan,Atkilt Wot,Deliveroo,1,7
22/07/2022,29,2022,Friday,mixed,Lamb Tibs,In-house,1,7
22/07/2022,29,2022,Friday,mixed,Minchet Abish Wot,In-house,2,7
22/07/2022,29,2022,Friday,vegan,Veg Samosa,Deliveroo,1,7
22/07/2022,29,2022,Friday,vegan,Kategna,UberEats,1,7
22/07/2022,29,2022,Friday,mixed,Meat Combination,UberEats,2,7
22/07/2022,29,2022,Friday,vegan,Atkilt Wot,Deliveroo,2,7
22/07/2022,29,2022,Friday,mixed,Awaze Tibs,JustEat,1,7
22/07/2022,29,2022,Friday,mixed,Beef Alicha,JustEat,2,7
22/07/2022,29,2022,Friday,mixed,Chicken Tibs,In-house,1,7
22/07/2022,29,2022,Friday,vegan,Shiro Wot,In-house,1,7
22/07/2022,29,2022,Friday,mixed,Key Wot,Deliveroo,2,7
22/07/2022,29,2022,Friday,mixed,Chicken Tibs,In-house,2,7
22/07/2022,29,2022,Friday,mixed,Beef Alicha,In-house,2,7
22/07/2022,29,2022,Friday,vegan,Shiro Wot,UberEats,1,7
22/07/2022,29,2022,Friday,mixed,Meat Samosa,UberEats,2,7
22/07/2022,29,2022,Friday,vegan,Kategna,JustEat,2,7
22/07/2022,29,2022,Friday,vegan,Veg Samosa,UberEats,1,7
22/07/2022,29,2022,Friday,vegan,Atkilt Wot,Deliveroo,2,7
22/07/2022,29,2022,Friday,vegan,Veg Samosa,JustEat,1,7
22/07/2022,29,2022,Friday,mixed,Chicken Tibs,In-house,2,7
22/07/2022,29,2022,Friday,mixed,Lamb Tibs,Deliveroo,2,7
22/07/2022,29,2022,Friday,vegan,Shiro Wot,In-house,1,7
22/07/2022,29,2022,Friday,vegan,House Salad,UberEats,2,7
22/07/2022,29,2022,Friday,vegan,Ye Som Fir Fir,UberEats,1,7
22/07/2022,29,2022,Friday,vegan,Shiro Wot,UberEats,2,7
22/07/2022,29,2022,Friday,vegan,Difen Miser Wot,UberEats,1,7
22/07/2022,29,2022,Friday,vegan,Fosolia,Deliveroo,2,7
22/07/2022,29,2022,Friday,vegan,Ye Som Fir Fir,JustEat,1,7
22/07/2022,29,2022,Friday,mixed,Beef Alicha,In-house,2,7
22/07/2022,29,2022,Friday,mixed,Lamb Tibs,Deliveroo,1,7
22/07/2022,29,2022,Friday,mixed,Awaze Tibs,Deliveroo,2,7
22/07/2022,29,2022,Friday,vegan,Veg Combination,Deliveroo,2,7
22/07/2022,29,2022,Friday,vegan,Veg Combination,In-house,2,7
22/07/2022,29,2022,Friday,vegan,Fries,In-house,1,7
22/07/2022,29,2022,Friday,mixed,Chicken Tibs,UberEats,1,7
22/07/2022,29,2022,Friday,mixed,Lamb Tibs,JustEat,2,7
22/07/2022,29,2022,Friday,vegan,Difen Miser Wot,In-house,1,7
22/07/2022,29,2022,Friday,vegan,Ye Som Fir Fir,In-house,1,7
23/07/2022,29,2022,Saturday,mixed,Meat Combination,UberEats,1,9
23/07/2022,29,2022,Saturday,vegan,Ye Som Fir Fir,Deliveroo,1,9
23/07/2022,29,2022,Saturday,mixed,Meat Samosa,JustEat,2,9
23/07/2022,29,2022,Saturday,vegan,Atkilt Wot,Deliveroo,1,9
23/07/2022,29,2022,Saturday,vegan,Miser Kik,UberEats,2,9
23/07/2022,29,2022,Saturday,mixed,Meat Combination,Deliveroo,2,9
23/07/2022,29,2022,Saturday,vegan,Ye Som Fir Fir,UberEats,2,9
23/07/2022,29,2022,Saturday,mixed,Beef Alicha,In-house,1,9
23/07/2022,29,2022,Saturday,mixed,Chicken Tibs,In-house,1,9
23/07/2022,29,2022,Saturday,vegan,Kategna,JustEat,2,9
23/07/2022,29,2022,Saturday,vegan,Atkilt Wot,JustEat,3,9
23/07/2022,29,2022,Saturday,mixed,Chicken Tibs,UberEats,3,9
23/07/2022,29,2022,Saturday,vegan,Ye Som Fir Fir,JustEat,3,9
23/07/2022,29,2022,Saturday,mixed,Minchet Abish Wot,Deliveroo,3,9
23/07/2022,29,2022,Saturday,vegan,Plain Rice,Deliveroo,1,9
23/07/2022,29,2022,Saturday,mixed,Awaze Tibs,In-house,1,9
23/07/2022,29,2022,Saturday,mixed,Minchet Abish Wot,UberEats,2,9
23/07/2022,29,2022,Saturday,vegan,Ater Kik,UberEats,1,9
23/07/2022,29,2022,Saturday,mixed,Meat Combination,JustEat,2,9
23/07/2022,29,2022,Saturday,vegan,House Salad,UberEats,2,9
23/07/2022,29,2022,Saturday,vegan,House Salad,In-house,3,9
23/07/2022,29,2022,Saturday,vegan,House Salad,Deliveroo,3,9
23/07/2022,29,2022,Saturday,vegan,Miser Kik,JustEat,1,9
23/07/2022,29,2022,Saturday,mixed,Awaze Tibs,In-house,1,9
23/07/2022,29,2022,Saturday,mixed,Doro Wot,Deliveroo,1,9
23/07/2022,29,2022,Saturday,mixed,Lamb Tibs,Deliveroo,1,9
23/07/2022,29,2022,Saturday,mixed,Beef Alicha,JustEat,2,9
23/07/2022,29,2022,Saturday,vegan,Fosolia,UberEats,1,9
23/07/2022,29,2022,Saturday,mixed,Awaze Tibs,UberEats,1,9
23/07/2022,29,2022,Saturday,mixed,Chicken Tibs,In-house,2,9
23/07/2022,29,2022,Saturday,vegan,Kategna,In-house,1,9
23/07/2022,29,2022,Saturday,mixed,Meat Combination,UberEats,3,9
23/07/2022,29,2022,Saturday,vegan,Ater Kik,Deliveroo,1,9
23/07/2022,29,2022,Saturday,mixed,Minchet Abish Wot,JustEat,3,9
23/07/2022,29,2022,Saturday,mixed,Doro Wot,In-house,1,9
23/07/2022,29,2022,Saturday,mixed,Awaze Tibs,UberEats,1,9
23/07/2022,29,2022,Saturday,mixed,Beef Alicha,UberEats,1,9
23/07/2022,29,2022,Saturday,vegan,Shiro Wot,In-house,3,9
23/07/2022,29,2022,Saturday,mixed,Doro Wot,In-house,3,9
23/07/2022,29,2022,Saturday,mixed,Minchet Abish Wot,Deliveroo,1,9
23/07/2022,29,2022,Saturday,mixed,Key Wot,Deliveroo,3,9
23/07/2022,29,2022,Saturday,vegan,Kategna,UberEats,2,9
23/07/2022,29,2022,Saturday,vegan,Veg Samosa,Deliveroo,3,9
23/07/2022,29,2022,Saturday,vegan,Veg Combination,UberEats,2,9
23/07/2022,29,2022,Saturday,vegan,Miser Kik,Deliveroo,2,9
23/07/2022,29,2022,Saturday,mixed,Chicken Tibs,JustEat,2,9
23/07/2022,29,2022,Saturday,mixed,Lamb Tibs,JustEat,1,9
23/07/2022,29,2022,Saturday,vegan,Spinach,UberEats,1,9
23/07/2022,29,2022,Saturday,mixed,Meat Samosa,In-house,1,9
23/07/2022,29,2022,Saturday,vegan,Difen Miser Wot,UberEats,2,9
23/07/2022,29,2022,Saturday,mixed,Doro Wot,Deliveroo,3,9
23/07/2022,29,2022,Saturday,vegan,House Salad,JustEat,3,9
23/07/2022,29,2022,Saturday,mixed,Key Wot,Deliveroo,3,9
23/07/2022,29,2022,Saturday,vegan,Kategna,JustEat,2,9
23/07/2022,29,2022,Saturday,mixed,Beef Alicha,In-house,3,9
23/07/2022,29,2022,Saturday,mixed,Minchet Abish Wot,UberEats,2,9
23/07/2022,29,2022,Saturday,vegan,Veg Samosa,JustEat,2,9
23/07/2022,29,2022,Saturday,mixed,Beef Alicha,UberEats,3,9
23/07/2022,29,2022,Saturday,mixed,Meat Combination,Deliveroo,2,9
23/07/2022,29,2022,Saturday,vegan,Kategna,In-house,1,9
24/07/2022,29,2022,Sunday,vegan,Difen Miser Wot,In-house,3,9
24/07/2022,29,2022,Sunday,vegan,Difen Miser Wot,Deliveroo,2,9
24/07/2022,29,2022,Sunday,mixed,Meat Samosa,Deliveroo,2,9
24/07/2022,29,2022,Sunday,mixed,Meat Combination,JustEat,3,9
24/07/2022,29,2022,Sunday,mixed,Minchet Abish Wot,Deliveroo,1,9
24/07/2022,29,2022,Sunday,vegan,Fries,Deliveroo,1,9
24/07/2022,29,2022,Sunday,mixed,Chicken Tibs,Deliveroo,2,9
24/07/2022,29,2022,Sunday,vegan,Kategna,UberEats,1,9
24/07/2022,29,2022,Sunday,mixed,Meat Samosa,Deliveroo,3,9
24/07/2022,29,2022,Sunday,mixed,Meat Samosa,JustEat,2,9
24/07/2022,29,2022,Sunday,vegan,Difen Miser Wot,JustEat,3,9
24/07/2022,29,2022,Sunday,vegan,Spinach,UberEats,1,9
24/07/2022,29,2022,Sunday,vegan,Veg Samosa,JustEat,3,9
24/07/2022,29,2022,Sunday,mixed,Doro Wot,Deliveroo,1,9
24/07/2022,29,2022,Sunday,mixed,Key Wot,Deliveroo,2,9
24/07/2022,29,2022,Sunday,vegan,Atkilt Wot,UberEats,1,9
24/07/2022,29,2022,Sunday,mixed,Meat Samosa,JustEat,2,9
24/07/2022,29,2022,Sunday,mixed,Doro Wot,In-house,2,9
24/07/2022,29,2022,Sunday,mixed,Beef Alicha,UberEats,1,9
24/07/2022,29,2022,Sunday,mixed,Key Wot,Deliveroo,3,9
24/07/2022,29,2022,Sunday,vegan,Ater Kik,UberEats,1,9
24/07/2022,29,2022,Sunday,vegan,Spinach,UberEats,1,9
24/07/2022,29,2022,Sunday,mixed,Key Wot,Deliveroo,1,9
24/07/2022,29,2022,Sunday,mixed,Chicken Tibs,Deliveroo,3,9
24/07/2022,29,2022,Sunday,vegan,Ater Kik,In-house,2,9
24/07/2022,29,2022,Sunday,mixed,Chicken Tibs,In-house,2,9
24/07/2022,29,2022,Sunday,vegan,Ye Som Fir Fir,Deliveroo,2,9
24/07/2022,29,2022,Sunday,vegan,Fosolia,Deliveroo,3,9
24/07/2022,29,2022,Sunday,mixed,Awaze Tibs,UberEats,3,9
24/07/2022,29,2022,Sunday,vegan,Kategna,In-house,2,9
24/07/2022,29,2022,Sunday,vegan,Atkilt Wot,In-house,3,9
24/07/2022,29,2022,Sunday,vegan,Veg Combination,JustEat,3,9
24/07/2022,29,2022,Sunday,mixed,Minchet Abish Wot,Deliveroo,2,9
24/07/2022,29,2022,Sunday,mixed,Awaze Tibs,UberEats,1,9
24/07/2022,29,2022,Sunday,mixed,Awaze Tibs,UberEats,1,9
24/07/2022,29,2022,Sunday,vegan,Ye Som Fir Fir,Deliveroo,2,9
24/07/2022,29,2022,Sunday,vegan,Fries,JustEat,3,9
24/07/2022,29,2022,Sunday,vegan,Veg Combination,Deliveroo,2,9
24/07/2022,29,2022,Sunday,mixed,Lamb Tibs,JustEat,2,9
24/07/2022,29,2022,Sunday,mixed,Awaze Tibs,Deliveroo,3,9
24/07/2022,29,2022,Sunday,vegan,Ye Som Fir Fir,JustEat,2,9
24/07/2022,29,2022,Sunday,vegan,Veg Samosa,UberEats,1,9
24/07/2022,29,2022,Sunday,mixed,Chicken Tibs,Deliveroo,3,9
24/07/2022,29,2022,Sunday,mixed,Meat Samosa,JustEat,1,9
24/07/2022,29,2022,Sunday,vegan,Miser Kik,In-house,1,9
24/07/2022,29,2022,Sunday,vegan,Spinach,Deliveroo,3,9
24/07/2022,29,2022,Sunday,vegan,Atkilt Wot,Deliveroo,3,9
24/07/2022,29,2022,Sunday,vegan,Fosolia,JustEat,2,9
24/07/2022,29,2022,Sunday,vegan,Difen Miser Wot,In-house,2,9
24/07/2022,29,2022,Sunday,vegan,House Salad,In-house,3,9
24/07/2022,29,2022,Sunday,mixed,Meat Samosa,In-house,1,9
24/07/2022,29,2022,Sunday,vegan,Atkilt Wot,Deliveroo,3,9
24/07/2022,29,2022,Sunday,vegan,Ye Som Fir Fir,Deliveroo,1,9
24/07/2022,29,2022,Sunday,mixed,Minchet Abish Wot,JustEat,2,9
24/07/2022,29,2022,Sunday,vegan,Veg Samosa,In-house,2,9
24/07/2022,29,2022,Sunday,vegan,House Salad,UberEats,1,9
24/07/2022,29,2022,Sunday,mixed,Awaze Tibs,UberEats,2,9
24/07/2022,29,2022,Sunday,vegan,Difen Miser Wot,UberEats,2,9
24/07/2022,29,2022,Sunday,vegan,Difen Miser Wot,UberEats,2,9
24/07/2022,29,2022,Sunday,mixed,Doro Wot,In-house,3,9
24/07/2022,29,2022,Sunday,vegan,Spinach,JustEat,2,9
24/07/2022,29,2022,Sunday,vegan,Fries,UberEats,1,9
24/07/2022,29,2022,Sunday,vegan,Kategna,Deliveroo,3,9
24/07/2022,29,2022,Sunday,mixed,Lamb Tibs,UberEats,3,9
